mmu04122	0.208	-0.266848314270316
mmu04130	0.011	0.255707711219044
mmu04140	0.176	0.184495324862143
mmu04141	0.001	0.175376313439359
mmu04142	0.001	0.22710831488261
mmu04144	0.034	-0.0809475727798864
mmu04145	0.003	0.133179202851927
mmu04146	0.001	0.315484239375401
mmu04150	0.111	-0.0896547759943561
mmu04151	0.008	-0.0907307693845164
mmu04152	0.285	0.0722954081163699
mmu04210	0.389	0.0545016996465635
mmu04211	0.027	-0.13548330355407
mmu04213	0.24	-0.106427813482291
mmu04260	0.046	0.154537635719353
mmu04261	0.001	-0.16461580214444
mmu04270	0.096	-0.100453621970015
mmu04310	0.007	-0.135982664415914
mmu04320	0.023	-0.284274754255574
mmu04330	0.004	-0.224397545165356
mmu04340	0.013	-0.219045619087618
mmu04350	0.373	0.0737912328903767
mmu04360	0.001	-0.14670457202078
mmu04370	0.111	-0.13969959347994
mmu04380	0.037	-0.113906919245245
mmu04390	0.001	-0.171891680337083
mmu04510	0.001	-0.193206970841695
mmu04512	0.001	-0.243614179041994
mmu04514	0.001	-0.182245377464501
mmu04520	0.002	-0.222662026896613
mmu04530	0.03	-0.114267212762177
mmu04540	0.170829170829171	-0.107022607022607
mmu04550	0.001	-0.18485845100987
mmu04610	0.001	0.519219425518748
mmu04611	0.002	-0.183677748106388
mmu04612	0.034	-0.148015133604483
mmu04614	0.488511488511489	0.105711032540301
mmu04620	0.155	-0.10004001180768
mmu04621	0.347	0.0899939315018268
mmu04622	0.108	-0.135803381345796
mmu04623	0.149	0.134276746425169
mmu04630	0.001	-0.174916542766572
mmu04640	0.001	-0.226382852401866
mmu04650	0.054	-0.117622975495213
mmu04660	0.001	-0.291531660681775
mmu04662	0.001	-0.239362125390883
mmu04664	0.003	-0.210928217656561
mmu04666	0.015	-0.158667297322341
mmu04668	0.245	-0.0786041447748574
mmu04670	0.001	-0.198649245703108
mmu04672	0.003	-0.254464520887109
mmu04710	0.027	-0.239842516537762
mmu04713	0.049	-0.129343764383615
mmu04720	0.027	-0.165464392255791
mmu04721	0.001	0.240789663875824
mmu04722	0.008	-0.145864729640123
mmu04723	0.223	0.0901303258145363
mmu04724	0.159	-0.0952519718225058
mmu04725	0.1	-0.107478919857304
mmu04726	0.003	0.194951503102597
mmu04727	0.011	0.170920604384594
mmu04728	0.201	-0.0803904054265674
mmu04730	0.031	-0.172847225998224
mmu04740	0.001	-0.256765060965624
mmu04742	0.067	0.168046804680468
mmu04744	0.181818181818182	0.189488823635165
mmu04750	0.091	0.100580879710895
mmu04810	0.017	-0.103947571833858
mmu04910	0.1	-0.08673702088088
mmu04911	0.138	-0.109770196339347
mmu04912	0.017	-0.160917293233083
mmu04913	0.22	0.134177215189873
mmu04914	0.055	-0.137641244698969
mmu04915	0.008	-0.165675670018394
mmu04916	0.014	-0.141909707326756
mmu04917	0.067	-0.141010234533037
mmu04918	0.38	0.0806600184228443
mmu04919	0.031	-0.12424121513642
mmu04920	0.167	-0.111243206521739
mmu04921	0.002	-0.165468661484598
mmu04922	0.158	-0.101661865402377
mmu04923	0.142	-0.139906530403018
mmu04924	0.013986013986014	-0.186610200036042
mmu04925	0.13	-0.114991969675057
mmu04930	0.071	-0.167656765676568
mmu04931	0.089	-0.105758567541125
mmu04932	0.001	0.229619328111263
mmu04933	0.001	-0.199357580266697
mmu04940	0.029	-0.189075630252101
mmu04950	0.002	0.446684238902534
mmu04960	0.012	-0.237911435908077
mmu04961	0.077	0.165892682218917
mmu04962	0.462	-0.0762884742305154
mmu04964	0.347	0.144495046340684
mmu04966	0.001	0.442714277525027
mmu04970	0.001	-0.222019749215268
mmu04971	0.172	0.112629934507
mmu04972	0.001	-0.205106603590176
mmu04973	0.244	-0.130385573435117
mmu04974	0.001	-0.187657856756269
mmu04975	0.001	0.29439228095658
mmu04976	0.001	0.293486751186685
mmu04977	0.154	0.187671061831985
mmu04978	0.001	0.321317131713171
mmu05010	0.001	0.221190913178397
mmu05012	0.001	0.328552529843709
mmu05014	0.198	0.130589400396135
mmu05016	0.001	0.247973221861362
mmu05020	0.084	0.192320310433019
mmu05030	0.266	-0.121787564248715
mmu05031	0.052	-0.155211870081376
mmu05032	0.013	-0.15426011664963
mmu05033	0.073	0.208030745254266
mmu05034	0.022	0.11250357308211
mmu05100	0.033	-0.141207166045449
mmu05132	0.259	0.0886799229179785
mmu05133	0.068	0.13602748840682
mmu05134	0.006	0.213475049540623
mmu05140	0.086	-0.140594960949234
mmu05142	0.193	-0.0909603227165994
mmu05143	0.018	-0.236227712481011
mmu05144	0.06	-0.167637151168285
mmu05145	0.001	-0.175253938116934
mmu05146	0.008	-0.149086895444511
mmu05150	0.003	0.273469387755102
mmu05152	0.232	0.0676158980152878
mmu05160	0.108	-0.097789667297242
mmu05161	0.152	-0.081639876193415
mmu05162	0.017	-0.138972312953504
mmu05164	0.231	-0.0660859799268716
mmu05166	0.001	-0.115463413721666
mmu05168	0.192	-0.0643963299513833
mmu05169	0.229	-0.0621202026931541
mmu05200	0.01	-0.0794734520172619
mmu05202	0.003	-0.150983319493221
mmu05203	0.249	0.0554887042120523
mmu05204	0.001	0.454082686972768
mmu05205	0.004	-0.136018234722365
mmu05206	0.003	-0.167801726947749
mmu05210	0.089	-0.133687751546825
mmu05211	0.005	-0.194716497426345
mmu05212	0.03	-0.159806925834685
mmu05213	0.002	-0.229898725876393
mmu05214	0.061	-0.142071987133271
mmu05215	0.003	-0.170639189265697
mmu05216	0.332	-0.133280378874168
mmu05217	0.053	-0.170725733837565
mmu05218	0.356	-0.0830896978920528
mmu05219	0.483	-0.0863181209911863
mmu05220	0.018	-0.175607775841795
mmu05221	0.016	-0.195497808202726
mmu05222	0.002	-0.19815037593985
mmu05223	0.009	-0.203494655938513
mmu05230	0.125	-0.124164864215333
mmu05231	0.018	-0.144161599133
mmu05310	0.084	-0.246977389549368
mmu05320	0.129	-0.144010812813602
mmu05321	0.001	-0.249626175846882
mmu05322	0.001	0.193570079551308
mmu05323	0.033	0.147874634283195
mmu05330	0.084	-0.165809956451289
mmu05332	0.041	-0.177639147310085
mmu05340	0.000999000999000999	-0.551391220916287
mmu05410	0.013	-0.162894748608175
mmu05412	0.001	-0.202156441473701
mmu05414	0.003	-0.21649476974712
mmu05416	0.275	-0.0934863218768669
