Pathway ids	Descriptions	P values	FDR	MES	Ids	Web links
path:mmu00140	Steroid hormone biosynthesis - Mus musculus (mouse)	0.001	0.00397260273972603	0.58432535535117	mmu00140	http://www.kegg.jp/kegg-bin/show_pathway?mmu00140/default%3white/hsa:13070%09%23eeeeff/hsa:13074%09%23ff9a9a/hsa:54200%09%23f0f0ff/hsa:13079%09%23ffd1d1/hsa:15495/hsa:15496%09%23fcfcff/hsa:15493%09%23fafaff/hsa:15492/hsa:15497/hsa:100043456/hsa:78925%09%23fff9f9/hsa:94224/hsa:57357%09%23fff2f2/hsa:13072/hsa:110115%09%23ffeded/hsa:208665%09%23ffb8b8/hsa:15483%09%23fefeff/hsa:15484%09%23fafaff/hsa:105349%09%23d2d2ff/hsa:13123%09%23ffdbdb/hsa:20860%09%23ececff/hsa:15485/hsa:15486%09%23ffd0d0/hsa:27400%09%23ffbfbf/hsa:15490%09%23fff2f2/hsa:14979%09%23f9f9ff/hsa:56348%09%23ffe8e8/hsa:13076%09%23fcfcff/hsa:13077%09%23ffc5c5/hsa:13088%09%23f6f6ff/hsa:13089%09%23ffa3a3/hsa:13090%09%23fbfbff/hsa:13094%09%23ffa0a0/hsa:243881%09%23ffcfcf/hsa:13097%09%23ff9b9b/hsa:13098/hsa:13099%09%23ffa0a0/hsa:226143%09%23ffe1e1/hsa:13095%09%23ffb6b6/hsa:226105%09%23ffb5b5/hsa:13096%09%23ffbbbb/hsa:72082%09%23fbfbff/hsa:72303%09%23fbfbff/hsa:69888/hsa:107141%09%23ffc4c4/hsa:404195%09%23fdfdff/hsa:433247%09%23ffafaf/hsa:56448%09%23fdfdff/hsa:13105%09%23ffd1d1/hsa:13101%09%23ffb8b8/hsa:76279%09%23ffcaca/hsa:223706%09%23ffbfbf/hsa:380997/hsa:545123/hsa:71754%09%23ffa9a9/hsa:13112%09%23ffd1d1/hsa:13113%09%23ffbfbf/hsa:13114%09%23fff7f7/hsa:56388%09%23ffb1b1/hsa:53973%09%23ffadad/hsa:337924%09%23ffc8c8/hsa:100041375/hsa:13106%09%23ffc4c4/hsa:13078%09%23efefff/hsa:13075/hsa:13122%09%23ffb0b0/hsa:22238%09%23ffb7b7/hsa:22236%09%23ffdbdb/hsa:94284%09%23ffdcdc/hsa:94215/hsa:394434%09%23ffdbdb/hsa:394430%09%23ffdbdb/hsa:394432%09%23ffdbdb/hsa:394433%09%23ffdbdb/hsa:72094%09%23ff9e9e/hsa:552899/hsa:71773%09%23ffdddd/hsa:394435%09%23ffdcdc/hsa:394436%09%23ffdada/hsa:100727%09%23ffc0c0/hsa:231396%09%23ffc2c2/hsa:100559%09%23ffcccc/hsa:112417/hsa:243085%09%23ffebeb/hsa:12846%09%23ffe2e2/hsa:15487
path:mmu00190	Oxidative phosphorylation - Mus musculus (mouse)	0.001	0.00397260273972603	0.413404727448143	mmu00190	http://www.kegg.jp/kegg-bin/show_pathway?mmu00190/default%3white/hsa:17716%09%23fff8f8/hsa:17717%09%23fff9f9/hsa:17718%09%23ffffff/hsa:17719%09%23fffbfb/hsa:17720%09%23fcfcff/hsa:17721%09%23fbfbff/hsa:17722%09%23fafaff/hsa:227197%09%23fffcfc/hsa:226646%09%23fffafa/hsa:68349%09%23fffbfb/hsa:17993%09%23fffdfd/hsa:595136%09%23fff3f3/hsa:407785%09%23fff4f4/hsa:75406%09%23fffefe/hsa:225887%09%23fff9f9/hsa:17995%09%23fff8f8/hsa:72900%09%23fffefe/hsa:78330%09%23fff3f3/hsa:54405%09%23ffeeee/hsa:17991%09%23fff8f8/hsa:66091%09%23fff1f1/hsa:17992%09%23fff4f4/hsa:407790%09%23fcfcff/hsa:68202%09%23fffefe/hsa:67130%09%23fff5f5/hsa:66416%09%23fff2f2/hsa:68375%09%23fff4f4/hsa:66108%09%23fff9f9/hsa:67273%09%23fff7f7/hsa:70316%09%23fff4f4/hsa:69875%09%23fff4f4/hsa:66414%09%23fff8f8/hsa:67184%09%23fff5f5/hsa:68198%09%23fff3f3/hsa:66495%09%23fff0f0/hsa:68194%09%23fff4f4/hsa:100042503%09%23fff4f4/hsa:100041273/hsa:66046%09%23fff9f9/hsa:230075%09%23fff4f4/hsa:66916%09%23fff8f8/hsa:67264%09%23fffcfc/hsa:66218%09%23fff7f7/hsa:68342%09%23fff8f8/hsa:104130%09%23fffbfb/hsa:66377%09%23fff2f2/hsa:68197%09%23fffefe/hsa:66945%09%23fefeff/hsa:67680%09%23fffdfd/hsa:66052%09%23fff7f7/hsa:66925%09%23fffafa/hsa:66694%09%23fffefe/hsa:17711%09%23fffdfd/hsa:66445%09%23fffafa/hsa:22273%09%23fffafa/hsa:67003%09%23fff9f9/hsa:66576%09%23fffafa/hsa:67530%09%23fff8f8/hsa:22272%09%23fff6f6/hsa:66152%09%23fff3f3/hsa:66594%09%23ffefef/hsa:70383%09%23fffcfc/hsa:17710%09%23fff9f9/hsa:17708%09%23fbfbff/hsa:17709%09%23fffdfd/hsa:12857%09%23fffbfb/hsa:84682%09%23ffffff/hsa:12858%09%23fffefe/hsa:12859%09%23fff8f8/hsa:12861%09%23fff5f5/hsa:12862%09%23d1d1ff/hsa:110323%09%23fff0f0/hsa:333182%09%23ffd9d9/hsa:12864%09%23fff7f7/hsa:12866%09%23fff3f3/hsa:12865%09%23fbfbff/hsa:20463%09%23fffdfd/hsa:66142%09%23fff3f3/hsa:78174/hsa:12867%09%23fff7f7/hsa:12868%09%23fff4f4/hsa:12869%09%23fdfdff/hsa:75483/hsa:69802%09%23fafaff/hsa:226139%09%23fffbfb/hsa:12856%09%23fff3f3/hsa:11946%09%23fffafa/hsa:11947%09%23fffafa/hsa:11949%09%23fff9f9/hsa:66043%09%23fff4f4/hsa:67126%09%23fff3f3/hsa:28080%09%23fff6f6/hsa:17705%09%23ffffff/hsa:11950%09%23fff7f7/hsa:11951%09%23fff2f2/hsa:67942%09%23ffffff/hsa:228033%09%23ffffff/hsa:71679%09%23fff9f9/hsa:11958%09%23ffe8e8/hsa:57423%09%23fff3f3/hsa:27425%09%23fff9f9/hsa:11957%09%23fff7f7/hsa:17706%09%23ffffff/hsa:11964%09%23fff4f4/hsa:11966%09%23ffeded/hsa:110935%09%23b5b5ff/hsa:66335%09%23fff4f4/hsa:68775%09%23ffd2d2/hsa:73834%09%23fff1f1/hsa:11973%09%23ffeded/hsa:74915/hsa:66144%09%23fff8f8/hsa:66237%09%23fefeff/hsa:66290%09%23fff7f7/hsa:338375/hsa:108664%09%23fff1f1/hsa:11975%09%23fff5f5/hsa:21871%09%23fff8f8/hsa:27060%09%23f8f8ff/hsa:140494%09%23ff9b9b/hsa:11984%09%23fff5f5/hsa:114143%09%23fff1f1/hsa:11972%09%23fff2f2/hsa:242341%09%23ffdcdc/hsa:11974%09%23fff3f3/hsa:76252%09%23ffdddd/hsa:54411%09%23fff9f9/hsa:11944/hsa:11945%09%23ffe8e8/hsa:192113/hsa:67895%09%23fff7f7/hsa:74776%09%23fefeff/hsa:76429%09%23fff3f3
path:mmu00220	Arginine biosynthesis - Mus musculus (mouse)	0.019	0.0372297297297297	0.316325565261266	mmu00220	http://www.kegg.jp/kegg-bin/show_pathway?mmu00220/default%3white/hsa:18416%09%23ffb4b4/hsa:11898%09%23ffc7c7/hsa:109900%09%23fff6f6/hsa:11846%09%23ffbebe/hsa:11847%09%23f4f4ff/hsa:18125%09%23fcfcff/hsa:18126%09%23f8f8ff/hsa:18127%09%23fffbfb/hsa:216456%09%23ffc6c6/hsa:14660%09%23f9f9ff/hsa:14645%09%23fff9f9/hsa:14661%09%23ffffff/hsa:227231%09%23ffb7b7/hsa:14718%09%23fff4f4/hsa:14719%09%23fff8f8/hsa:108682%09%23ffffff/hsa:76282%09%23ffefef/hsa:217214%09%23ffe9e9/hsa:109652%09%23fffbfb
path:mmu00230	Purine metabolism - Mus musculus (mouse)	0.01	0.0224806201550388	0.120744680851064	mmu00230	http://www.kegg.jp/kegg-bin/show_pathway?mmu00230/default%3white/hsa:74167%09%23fffbfb/hsa:66358%09%23fffafa/hsa:53893%09%23fff5f5/hsa:72157%09%23fffdfd/hsa:66681%09%23fcfcff/hsa:19139%09%23fefeff/hsa:110639%09%23fff1f1/hsa:328099%09%23fff7f7/hsa:75456%09%23ffcdcd/hsa:231327%09%23fffbfb/hsa:14450%09%23fffefe/hsa:237823%09%23ffffff/hsa:67054%09%23fff5f5/hsa:11564%09%23fff3f3/hsa:108147%09%23fffcfc/hsa:11821%09%23ffefef/hsa:76952%09%23ffeded/hsa:107569%09%23fdfdff/hsa:70881%09%23fcfcff/hsa:230718/hsa:50773%09%23ffffff/hsa:103850%09%23fff5f5/hsa:68106%09%23fff8f8/hsa:66763/hsa:23959%09%23f5f5ff/hsa:667034%09%23ffffff/hsa:15452%09%23fff2f2/hsa:23917%09%23fbfbff/hsa:23918%09%23fff5f5/hsa:54369%09%23fffbfb/hsa:18103%09%23fff1f1/hsa:56520%09%23ffe8e8/hsa:79059%09%23fafaff/hsa:171567%09%23fff6f6/hsa:18102%09%23fff7f7/hsa:75533%09%23fff2f2/hsa:633979%09%23f3f3ff/hsa:12495%09%23fffefe/hsa:215446%09%23e0e0ff/hsa:72090%09%23ffbfbf/hsa:76025%09%23ffffff/hsa:67464/hsa:100862375/hsa:12499%09%23fffbfb/hsa:12497%09%23fff2f2/hsa:75686%09%23fcfcff/hsa:73532/hsa:16434%09%23fff3f3/hsa:22436%09%23fff8f8/hsa:66401%09%23fff8f8/hsa:229363%09%23fffcfc/hsa:66355%09%23ffefef/hsa:105446%09%23fff3f3/hsa:14544%09%23fff4f4/hsa:14923%09%23fffdfd/hsa:18746%09%23fffafa/hsa:18770%09%23ff7676/hsa:20133%09%23fff3f3/hsa:382985%09%23fcfcff/hsa:20135%09%23fdfdff/hsa:27369%09%23fffafa/hsa:20019%09%23fbfbff/hsa:20017%09%23ffffff/hsa:66136%09%23fffdfd/hsa:28071%09%23fefeff/hsa:64424%09%23ffe9e9/hsa:20020%09%23f6f6ff/hsa:231329%09%23ffffff/hsa:20021%09%23fff7f7/hsa:69241%09%23fff0f0/hsa:66420%09%23fff0f0/hsa:69833%09%23ffffff/hsa:67710%09%23fff9f9/hsa:245841%09%23fff9f9/hsa:69920%09%23fff0f0/hsa:66491%09%23ffebeb/hsa:20022%09%23fff4f4/hsa:218832%09%23f8f8ff/hsa:70428%09%23f7f7ff/hsa:74414%09%23fff7f7/hsa:67065%09%23fffafa/hsa:26939%09%23fcfcff/hsa:20016%09%23fffcfc/hsa:67005%09%23fffafa/hsa:20018%09%23ffecec/hsa:78929%09%23fffbfb/hsa:67486%09%23ffeaea/hsa:69870%09%23ffffff/hsa:70408%09%23fffdfd/hsa:18968%09%23fcfcff/hsa:18969%09%23fffafa/hsa:19075%09%23fbfbff/hsa:19076%09%23fdfdff/hsa:18971%09%23f1f1ff/hsa:18972%09%23fff8f8/hsa:67967%09%23fbfbff/hsa:69745%09%23fff8f8/hsa:18973%09%23f8f8ff/hsa:18974%09%23f8f8ff/hsa:59001%09%23fff5f5/hsa:66979%09%23fff6f6/hsa:68695%09%23ffffff/hsa:229589%09%23fffafa/hsa:432530%09%23ffeaea/hsa:210044%09%23f6f6ff/hsa:104111%09%23f2f2ff/hsa:104110%09%23fbfbff/hsa:224129%09%23fefeff/hsa:11512%09%23fafaff/hsa:11513%09%23f2f2ff/hsa:11514/hsa:11515%09%23fefeff/hsa:271639%09%23dfdfff/hsa:60596%09%23ffe7e7/hsa:234889%09%23f7f7ff/hsa:239134/hsa:54195%09%23f4f4ff/hsa:14917%09%23f5f5ff/hsa:14919%09%23fbfbff/hsa:14918/hsa:245650/hsa:18160%09%23fff6f6/hsa:230103%09%23fdfdff/hsa:18573%09%23f5f5ff/hsa:18574%09%23efefff/hsa:18575%09%23f8f8ff/hsa:207728%09%23fff7f7/hsa:54611%09%23f6f6ff/hsa:18576%09%23f7f7ff/hsa:242202%09%23fbfbff/hsa:225600%09%23ffe1e1/hsa:18587%09%23f1f1ff/hsa:110855%09%23ffdddd/hsa:18582%09%23fff9f9/hsa:18588%09%23ffd2d2/hsa:78600%09%23ffffff/hsa:18585%09%23fafaff/hsa:23984%09%23f9f9ff/hsa:241489%09%23f5f5ff/hsa:11565%09%23f7f7ff/hsa:11566%09%23ffffff/hsa:11717%09%23ffeeee/hsa:109674%09%23f3f3ff/hsa:229665%09%23d6d6ff/hsa:11534%09%23ffe8e8/hsa:13178%09%23fefeff/hsa:11486%09%23ffffff/hsa:11637%09%23fff0f0/hsa:11639%09%23ffeeee/hsa:11636%09%23ffd6d6/hsa:229949%09%23ffe7e7/hsa:78801%09%23ffdddd/hsa:68870%09%23ffffff/hsa:102216272%09%23fff2f2/hsa:56248%09%23fff6f6/hsa:12496%09%23ffffff/hsa:66566%09%23fff7f7/hsa:71701%09%23fffdfd/hsa:18577%09%23fafaff/hsa:18578%09%23f8f8ff/hsa:110385%09%23f6f6ff/hsa:238871%09%23f6f6ff/hsa:18583%09%23fffdfd/hsa:29863%09%23fefeff/hsa:218461%09%23f5f5ff/hsa:18584%09%23fdfdff/hsa:14198%09%23fff1f1/hsa:224794%09%23fcfcff/hsa:23972%09%23f9f9ff/hsa:23971%09%23ffffff/hsa:18605%09%23fafaff/hsa:209558%09%23fafaff/hsa:22262%09%23ffc0c0/hsa:76974%09%23fffefe/hsa:231903%09%23ffc0c0/hsa:94041
path:mmu00232	Caffeine metabolism - Mus musculus (mouse)	0.003	0.00820754716981132	0.680914750957854	mmu00232	http://www.kegg.jp/kegg-bin/show_pathway?mmu00232/default%3white/hsa:13077%09%23ffc5c5/hsa:17960%09%23ffecec/hsa:17961%09%23fff9f9/hsa:17962/hsa:22436%09%23fff8f8/hsa:22262%09%23ffc0c0
path:mmu00240	Pyrimidine metabolism - Mus musculus (mouse)	0.001	0.00397260273972603	0.208937893610631	mmu00240	http://www.kegg.jp/kegg-bin/show_pathway?mmu00240/default%3white/hsa:69719%09%23f9f9ff/hsa:56749%09%23fffdfd/hsa:22247%09%23fff5f5/hsa:66588%09%23fff2f2/hsa:22169%09%23fffcfc/hsa:54369%09%23fffbfb/hsa:18103%09%23fff1f1/hsa:56520%09%23ffe8e8/hsa:79059%09%23fafaff/hsa:171567%09%23fff6f6/hsa:18102%09%23fff7f7/hsa:75533%09%23fff2f2/hsa:633979%09%23f3f3ff/hsa:71701%09%23fffdfd/hsa:12495%09%23fffefe/hsa:215446%09%23e0e0ff/hsa:72090%09%23ffbfbf/hsa:76025%09%23ffffff/hsa:67464/hsa:100862375/hsa:12499%09%23fffbfb/hsa:12497%09%23fff2f2/hsa:16434%09%23fff3f3/hsa:51797%09%23ffe6e6/hsa:55936%09%23fffcfc/hsa:20019%09%23fbfbff/hsa:20017%09%23ffffff/hsa:66136%09%23fffdfd/hsa:28071%09%23fefeff/hsa:64424%09%23ffe9e9/hsa:20020%09%23f6f6ff/hsa:231329%09%23ffffff/hsa:20021%09%23fff7f7/hsa:69241%09%23fff0f0/hsa:66420%09%23fff0f0/hsa:69833%09%23ffffff/hsa:67710%09%23fff9f9/hsa:245841%09%23fff9f9/hsa:69920%09%23fff0f0/hsa:66491%09%23ffebeb/hsa:20022%09%23fff4f4/hsa:218832%09%23f8f8ff/hsa:70428%09%23f7f7ff/hsa:74414%09%23fff7f7/hsa:67065%09%23fffafa/hsa:26939%09%23fcfcff/hsa:20016%09%23fffcfc/hsa:67005%09%23fffafa/hsa:20018%09%23ffecec/hsa:78929%09%23fffbfb/hsa:67486%09%23ffeaea/hsa:69870%09%23ffffff/hsa:70408%09%23fffdfd/hsa:18968%09%23fcfcff/hsa:18969%09%23fffafa/hsa:19075%09%23fbfbff/hsa:19076%09%23fdfdff/hsa:18971%09%23f1f1ff/hsa:18972%09%23fff8f8/hsa:67967%09%23fbfbff/hsa:69745%09%23fff8f8/hsa:18973%09%23f8f8ff/hsa:18974%09%23f8f8ff/hsa:59001%09%23fff5f5/hsa:66979%09%23fff6f6/hsa:80914%09%23fdfdff/hsa:22245%09%23fefeff/hsa:68556%09%23fcfcff/hsa:76952%09%23ffeded/hsa:107569%09%23fdfdff/hsa:70881%09%23fcfcff/hsa:230718/hsa:50773%09%23ffffff/hsa:103850%09%23fff5f5/hsa:68106%09%23fff8f8/hsa:66763/hsa:23959%09%23f5f5ff/hsa:22271%09%23fefeff/hsa:76654%09%23ffc1c1/hsa:331487%09%23fdfdff/hsa:99586%09%23fff5f5/hsa:64705%09%23ffc8c8/hsa:103149%09%23ffdbdb/hsa:50493%09%23fffefe/hsa:26462%09%23fff8f8/hsa:232223%09%23fbfbff/hsa:20133%09%23fff3f3/hsa:382985%09%23fcfcff/hsa:20135%09%23fdfdff/hsa:66422%09%23fffcfc/hsa:110074%09%23fcfcff/hsa:22171%09%23fffbfb/hsa:72269%09%23fffdfd/hsa:72962%09%23fff0f0/hsa:667034%09%23ffffff/hsa:13178%09%23fefeff/hsa:320685%09%23ffeaea/hsa:57813%09%23ffffff/hsa:21877%09%23ffe7e7/hsa:21915%09%23fff7f7/hsa:66401%09%23fff8f8
path:mmu00250	Alanine, aspartate and glutamate metabolism - Mus musculus (mouse)	0.069	0.103678756476684	0.184454839870457	mmu00250	http://www.kegg.jp/kegg-bin/show_pathway?mmu00250/default%3white/hsa:14718%09%23fff4f4/hsa:14719%09%23fff8f8/hsa:14204%09%23e7e7ff/hsa:100470%09%23fbfbff/hsa:100328588%09%23e7e7ff/hsa:73988%09%23f2f2ff/hsa:70503%09%23fff9f9/hsa:27053%09%23fbfbff/hsa:52633%09%23fff6f6/hsa:108682%09%23ffffff/hsa:76282%09%23ffefef/hsa:11611%09%23ffcaca/hsa:268782%09%23ffaaaa/hsa:11898%09%23ffc7c7/hsa:109900%09%23fff6f6/hsa:11565%09%23f7f7ff/hsa:11566%09%23ffffff/hsa:11564%09%23fff3f3/hsa:269642%09%23f7f7ff/hsa:108653%09%23ffffff/hsa:194237%09%23f8f8ff/hsa:53320%09%23ffdede/hsa:11484%09%23ffeded/hsa:14415%09%23f5f5ff/hsa:14417/hsa:268860%09%23fffcfc/hsa:214579%09%23fcfcff/hsa:14661%09%23ffffff/hsa:212647%09%23fff5f5/hsa:14645%09%23fff9f9/hsa:69719%09%23f9f9ff/hsa:216456%09%23ffc6c6/hsa:14660%09%23f9f9ff/hsa:227231%09%23ffb7b7/hsa:14583%09%23ffffff/hsa:14584%09%23fff6f6/hsa:231327%09%23fffbfb
path:mmu00260	Glycine, serine and threonine metabolism - Mus musculus (mouse)	0.001	0.00397260273972603	0.356784027809823	mmu00260	http://www.kegg.jp/kegg-bin/show_pathway?mmu00260/default%3white/hsa:71776%09%23fefeff/hsa:20425%09%23fff7f7/hsa:108037%09%23fffdfd/hsa:100678%09%23ffefef/hsa:107272%09%23ffeaea/hsa:236539%09%23fff0f0/hsa:235582%09%23fbfbff/hsa:18648%09%23ffefef/hsa:56012%09%23b7b7ff/hsa:12183%09%23f5f5ff/hsa:76238%09%23fffcfc/hsa:26912%09%23fffafa/hsa:58865/hsa:11656%09%23ececff/hsa:11655%09%23fff4f4/hsa:17161%09%23ffe4e4/hsa:109731%09%23fff3f3/hsa:11754%09%23f6f6ff/hsa:237940%09%23fff2f2/hsa:104174%09%23f4f4ff/hsa:434437%09%23fefeff/hsa:13382%09%23fffafa/hsa:68133%09%23ffecec/hsa:13142%09%23fbfbff/hsa:11611%09%23ffcaca/hsa:268782%09%23ffaaaa/hsa:67092%09%23fff6f6/hsa:14431%09%23ffdede/hsa:218865%09%23f6f6ff/hsa:110695%09%23ffeeee/hsa:12116%09%23ffaeae/hsa:74129%09%23ffc0c0/hsa:19193%09%23ffbdbd/hsa:192166%09%23ffe0e0/hsa:14711%09%23ffbebe/hsa:12411%09%23ffeeee/hsa:107869%09%23ffd3d3/hsa:231691%09%23ffd2d2/hsa:257635%09%23ffeeee/hsa:27364%09%23ffffff
path:mmu00270	Cysteine and methionine metabolism - Mus musculus (mouse)	0.001	0.00397260273972603	0.286123537964774	mmu00270	http://www.kegg.jp/kegg-bin/show_pathway?mmu00270/default%3white/hsa:107869%09%23ffd3d3/hsa:12411%09%23ffeeee/hsa:12116%09%23ffaeae/hsa:64918%09%23ffc2c2/hsa:238505%09%23f5f5ff/hsa:11720%09%23ffb2b2/hsa:232087%09%23ffffff/hsa:108645%09%23fff6f6/hsa:11702%09%23fcfcff/hsa:20810%09%23ffeeee/hsa:20603%09%23ffffff/hsa:66902%09%23ffeaea/hsa:67873%09%23fff6f6/hsa:56369%09%23ffeded/hsa:67870%09%23ffeded/hsa:104923%09%23fff7f7/hsa:234724%09%23ffc5c5/hsa:14204%09%23e7e7ff/hsa:100470%09%23fbfbff/hsa:100328588%09%23e7e7ff/hsa:73988%09%23f2f2ff/hsa:13433%09%23f7f7ff/hsa:13435%09%23fcfcff/hsa:13436%09%23fcfcff/hsa:269378%09%23ffd2d2/hsa:229709%09%23f8f8ff/hsa:74340%09%23f9f9ff/hsa:11615/hsa:12035%09%23f1f1ff/hsa:12036%09%23fffdfd/hsa:268782%09%23ffaaaa/hsa:14629%09%23f5f5ff/hsa:14630%09%23fefeff/hsa:14854%09%23fff6f6/hsa:12583%09%23ffe5e5/hsa:14718%09%23fff4f4/hsa:14719%09%23fff8f8/hsa:246221%09%23fffdfd/hsa:22117%09%23fcfcff/hsa:16828%09%23fff2f2/hsa:16832%09%23fff5f5/hsa:16833/hsa:106557/hsa:17449%09%23fff8f8/hsa:17448%09%23fff2f2/hsa:231691%09%23ffd2d2/hsa:257635%09%23ffeeee
path:mmu00280	Valine, leucine and isoleucine degradation - Mus musculus (mouse)	0.001	0.00397260273972603	0.293628677070306	mmu00280	http://www.kegg.jp/kegg-bin/show_pathway?mmu00280/default%3white/hsa:12035%09%23f1f1ff/hsa:12036%09%23fffdfd/hsa:14204%09%23e7e7ff/hsa:100470%09%23fbfbff/hsa:100328588%09%23e7e7ff/hsa:73988%09%23f2f2ff/hsa:12039%09%23fefeff/hsa:12040%09%23ffffff/hsa:13171%09%23fefeff/hsa:13382%09%23fffafa/hsa:11409%09%23fffafa/hsa:11364%09%23fffafa/hsa:56357%09%23fefeff/hsa:66885%09%23fff4f4/hsa:66948%09%23fff8f8/hsa:97212%09%23ffffff/hsa:74147%09%23fff3f3/hsa:93747%09%23fffbfb/hsa:15107%09%23ffffff/hsa:15108%09%23fffbfb/hsa:113868%09%23fffcfc/hsa:235674%09%23ffdfdf/hsa:52538%09%23fffafa/hsa:231086%09%23fff9f9/hsa:110821%09%23fffafa/hsa:66904%09%23fcfcff/hsa:73724%09%23ffeeee/hsa:17850%09%23fff7f7/hsa:227095%09%23ffffff/hsa:58875%09%23fffafa/hsa:104776%09%23ffffff/hsa:11669%09%23fcfcff/hsa:11671%09%23ffeeee/hsa:72535%09%23ffeded/hsa:110695%09%23ffeeee/hsa:56752%09%23fffdfd/hsa:213043%09%23fcfcff/hsa:11761%09%23fffefe/hsa:71872%09%23fffbfb/hsa:71724%09%23fffcfc/hsa:257633%09%23fdfdff/hsa:268860%09%23fffcfc/hsa:268782%09%23ffaaaa/hsa:72039%09%23fff5f5/hsa:78038%09%23ffffff/hsa:11992%09%23fff3f3/hsa:15356%09%23fff5f5/hsa:208982%09%23ebebff/hsa:67041%09%23ffefef/hsa:64059/hsa:353371/hsa:78894%09%23fff4f4/hsa:110460%09%23ffebeb/hsa:110446%09%23fff7f7/hsa:208715%09%23fff4f4/hsa:15360%09%23ffffff
path:mmu00290	Valine, leucine and isoleucine biosynthesis - Mus musculus (mouse)	0.277	0.300861423220974	0.361718048488477	mmu00290	http://www.kegg.jp/kegg-bin/show_pathway?mmu00290/default%3white/hsa:231691%09%23ffd2d2/hsa:257635%09%23ffeeee/hsa:12035%09%23f1f1ff/hsa:12036%09%23fffdfd
path:mmu00300	Lysine biosynthesis - Mus musculus (mouse)	0.029	0.0535668789808917	0.860058658047525	mmu00300	http://www.kegg.jp/kegg-bin/show_pathway?mmu00300/default%3white/hsa:23923%09%23ffc3c3/hsa:110695%09%23ffeeee
path:mmu00310	Lysine degradation - Mus musculus (mouse)	0.288	0.310483271375465	-0.107925533041888	mmu00310	http://www.kegg.jp/kegg-bin/show_pathway?mmu00310/default%3white/hsa:30956%09%23ffdfdf/hsa:110695%09%23ffeeee/hsa:23923%09%23ffc3c3/hsa:18293%09%23fbfbff/hsa:239017%09%23ffc5c5/hsa:78920%09%23fcfcff/hsa:270076%09%23fff3f3/hsa:97212%09%23ffffff/hsa:74147%09%23fff3f3/hsa:93747%09%23fffbfb/hsa:15107%09%23ffffff/hsa:110460%09%23ffebeb/hsa:110446%09%23fff7f7/hsa:235386%09%23fff4f4/hsa:72947%09%23fefeff/hsa:19193%09%23ffbdbd/hsa:192195%09%23f6f6ff/hsa:208266%09%23fafaff/hsa:110147%09%23fefeff/hsa:77683%09%23f2f2ff/hsa:18193%09%23f8f8ff/hsa:107823%09%23fafaff/hsa:234135%09%23fefeff/hsa:233904%09%23f6f6ff/hsa:208043%09%23f2f2ff/hsa:235626%09%23f5f5ff/hsa:73251%09%23fcfcff/hsa:67956%09%23ffeeee/hsa:84505%09%23f5f5ff/hsa:239122%09%23fefeff/hsa:74729%09%23fff7f7/hsa:20937%09%23fcfcff/hsa:64707%09%23f8f8ff/hsa:232811%09%23fafaff/hsa:225888%09%23f7f7ff/hsa:214162%09%23f4f4ff/hsa:381022%09%23fdfdff/hsa:231051%09%23f6f6ff/hsa:75410%09%23f8f8ff/hsa:69188%09%23f8f8ff/hsa:73582%09%23fff6f6/hsa:11669%09%23fcfcff/hsa:11671%09%23ffeeee/hsa:72535%09%23ffeded/hsa:56752%09%23fffdfd/hsa:170442%09%23ffeaea/hsa:18822%09%23fefeff/hsa:26432%09%23fbfbff/hsa:26433%09%23fff9f9/hsa:234407%09%23fdfdff/hsa:269132%09%23f1f1ff
path:mmu00330	Arginine and proline metabolism - Mus musculus (mouse)	0.002	0.00651685393258427	0.249907468539303	mmu00330	http://www.kegg.jp/kegg-bin/show_pathway?mmu00330/default%3white/hsa:67092%09%23fff6f6/hsa:14431%09%23ffdede/hsa:12716%09%23f3f3ff/hsa:12709%09%23ffe4e4/hsa:12715%09%23aaaaff/hsa:76722%09%231818ff/hsa:242669%09%23fff3f3/hsa:75986%09%23ffc4c4/hsa:18263%09%23fafaff/hsa:332942/hsa:20810%09%23ffeeee/hsa:20603%09%23ffffff/hsa:11702%09%23fcfcff/hsa:76507%09%23c7c7ff/hsa:228608%09%23f9f9ff/hsa:11669%09%23fcfcff/hsa:11671%09%23ffeeee/hsa:72535%09%23ffeded/hsa:110695%09%23ffeeee/hsa:56752%09%23fffdfd/hsa:338403%09%23ffffff/hsa:66054%09%23fff6f6/hsa:107239%09%23e4e4ff/hsa:20229%09%23fff6f6/hsa:69215%09%23fffbfb/hsa:17161%09%23ffe4e4/hsa:109731%09%23fff3f3/hsa:18125%09%23fcfcff/hsa:18126%09%23f8f8ff/hsa:18127%09%23fffbfb/hsa:11846%09%23ffbebe/hsa:11847%09%23f4f4ff/hsa:18242%09%23fff6f6/hsa:209027%09%23ffefef/hsa:69051%09%23fffbfb/hsa:66194%09%23fff1f1/hsa:19125%09%23ffffff/hsa:212647%09%23fff5f5/hsa:56454%09%23fff8f8/hsa:66988%09%23fff7f7/hsa:18452%09%23fefeff/hsa:18451%09%23fff1f1/hsa:320452%09%23f8f8ff/hsa:56189%09%23ffb1b1/hsa:14718%09%23fff4f4/hsa:14719%09%23fff8f8/hsa:67432%09%23ffecec/hsa:13142%09%23fbfbff/hsa:67217%09%23fff4f4
