ensembl_gene_id	entrezgene_id	external_gene_name
ENSMUSG00000046334	NA	Gm6195
ENSMUSG00000048411	210962	Gm597
ENSMUSG00000048538	NA	Gm9826
ENSMUSG00000048874	213109	Phf3
ENSMUSG00000048960	109294	Prex2
ENSMUSG00000050217	266744	Lgsn
ENSMUSG00000051285	319263	Pcmtd1
ENSMUSG00000051951	497097	Xkr4
ENSMUSG00000053185	NA	Gm9898
ENSMUSG00000054493	NA	Gm9947
ENSMUSG00000056763	211660	Cspp1
ENSMUSG00000057715	320492	A830018L16Rik
ENSMUSG00000058590	NA	Gm6462
ENSMUSG00000061024	59014	Rrs1
ENSMUSG00000062588	NA	Gm6104
ENSMUSG00000064433	NA	Gm25586
ENSMUSG00000064601	NA	Gm25634
ENSMUSG00000064688	NA	Gm25814
ENSMUSG00000064842	NA	Gm26206
ENSMUSG00000065223	NA	Gm25792
ENSMUSG00000065260	NA	Gm23453
ENSMUSG00000065405	NA	Mir30a
ENSMUSG00000065480	NA	Mir133b
ENSMUSG00000065559	NA	Mir206
ENSMUSG00000065567	NA	Mir30c-2
ENSMUSG00000065625	NA	Gm24765
ENSMUSG00000066693	NA	Gm7493
ENSMUSG00000067736	NA	Gm10222
ENSMUSG00000067750	368204	Khdc1a
ENSMUSG00000067773	77673	Defb41
ENSMUSG00000067780	94227	Pi15
ENSMUSG00000067795	75799	4930444P10Rik
ENSMUSG00000067813	381246	Xkr9
ENSMUSG00000067851	211673	Arfgef1
ENSMUSG00000067879	76982	Vxn
ENSMUSG00000069620	NA	Gm5250
ENSMUSG00000070175	NA	Gm24162
ENSMUSG00000070960	NA	Gm19680
ENSMUSG00000070977	NA	Defb44-ps
ENSMUSG00000073722	210940	4931408C20Rik
ENSMUSG00000073725	68421	Lmbrd1
ENSMUSG00000073730	66755	Ppp1r14bl
ENSMUSG00000073735	654460	Defb18
ENSMUSG00000073737	NA	Gm10566
ENSMUSG00000076135	NA	Gm24276
ENSMUSG00000077231	NA	Gm25096
ENSMUSG00000077244	NA	Gm23274
ENSMUSG00000077314	NA	Gm24171
ENSMUSG00000077318	NA	Gm24173
ENSMUSG00000077368	NA	Gm26273
ENSMUSG00000077377	NA	Gm25168
ENSMUSG00000077463	NA	Gm26418
ENSMUSG00000077664	NA	Gm26145
ENSMUSG00000079658	67923	Eloc
ENSMUSG00000079671	NA	2610203C22Rik
ENSMUSG00000080391	NA	Gm23785
ENSMUSG00000080625	NA	Gm22679
ENSMUSG00000080849	NA	Gm15702
ENSMUSG00000081201	NA	Smt3h2-ps4
ENSMUSG00000081402	433287	Gm15455
ENSMUSG00000081417	NA	Gm15603
ENSMUSG00000081441	NA	Gm6161
ENSMUSG00000081557	NA	Gm5697
ENSMUSG00000082159	NA	Gm7910
ENSMUSG00000082193	NA	Rpl5-ps1
ENSMUSG00000082935	NA	Gm7658
ENSMUSG00000083422	NA	Gm15604
ENSMUSG00000084353	NA	Gm15452
ENSMUSG00000084506	NA	Gm23792
ENSMUSG00000084668	NA	Gm24633
ENSMUSG00000084740	NA	Gm25294
ENSMUSG00000085079	98582	Khdc1b
ENSMUSG00000085125	NA	Gm16070
ENSMUSG00000085507	NA	Gm2709
ENSMUSG00000085623	NA	Gm16041
ENSMUSG00000085679	NA	Gm16328
ENSMUSG00000086194	NA	Gm16329
ENSMUSG00000086195	NA	Gm6152
ENSMUSG00000086235	NA	Gm16284
ENSMUSG00000086240	NA	Gm7846
ENSMUSG00000086726	NA	Gm9458
ENSMUSG00000086727	NA	4931428L18Rik
ENSMUSG00000087199	NA	Gm15818
ENSMUSG00000087247	620393	Alkal1
ENSMUSG00000087782	NA	Gm23169
ENSMUSG00000088000	NA	Gm25493
ENSMUSG00000088111	NA	Gm24064
ENSMUSG00000088153	NA	Gm26348
ENSMUSG00000088159	NA	Gm26345
ENSMUSG00000088333	NA	Gm27396
ENSMUSG00000088585	NA	Gm22963
ENSMUSG00000088620	NA	Gm23032
ENSMUSG00000088750	NA	Gm24901
ENSMUSG00000088800	NA	Gm24075
ENSMUSG00000088829	NA	Gm25227
ENSMUSG00000088858	NA	Gm24723
ENSMUSG00000088916	NA	Gm22607
ENSMUSG00000088943	NA	Gm23259
ENSMUSG00000089358	NA	Gm25491
ENSMUSG00000089395	NA	Gm23024
ENSMUSG00000089489	NA	Gm24732
ENSMUSG00000089534	NA	Gm25166
ENSMUSG00000089553	NA	Gm24176
ENSMUSG00000089699	NA	Gm1992
ENSMUSG00000089787	NA	Gm15825
ENSMUSG00000089914	NA	4930486I03Rik
ENSMUSG00000089982	NA	Gm7568
ENSMUSG00000090031	NA	4732440D04Rik
ENSMUSG00000090142	NA	Gm15795
ENSMUSG00000091020	NA	Gm5828
ENSMUSG00000091305	NA	Gm17100
ENSMUSG00000091318	408191	Gm5415
ENSMUSG00000091665	NA	Gm17101
ENSMUSG00000092083	98741	Kcnb2
ENSMUSG00000092852	NA	Mir5103
ENSMUSG00000093015	NA	Gm22463
ENSMUSG00000093178	NA	Snord87
ENSMUSG00000093864	NA	Gm22633
ENSMUSG00000093963	NA	Gm21909
ENSMUSG00000093970	NA	Gm23358
ENSMUSG00000094215	NA	Gm6489
ENSMUSG00000094436	NA	Gm16327
ENSMUSG00000094926	NA	Gm16533
ENSMUSG00000094979	NA	Gm25253
ENSMUSG00000095256	NA	n-R5s209
ENSMUSG00000095780	NA	Gm24674
ENSMUSG00000095853	NA	Gm22616
ENSMUSG00000096126	NA	Gm22307
ENSMUSG00000096375	NA	Gm7094
ENSMUSG00000096829	NA	Gm23771
ENSMUSG00000096866	NA	Gm22260
ENSMUSG00000096992	NA	Gm26788
ENSMUSG00000097171	NA	Gm17644
ENSMUSG00000097628	NA	Gm2383
ENSMUSG00000097642	NA	Gm26866
ENSMUSG00000097670	NA	Gm26607
ENSMUSG00000097711	NA	Gm5523
ENSMUSG00000097744	NA	D030040B21Rik
ENSMUSG00000097797	NA	Gm26901
ENSMUSG00000097893	NA	1700034P13Rik
ENSMUSG00000097920	NA	Gm7784
ENSMUSG00000097934	NA	6720483E21Rik
ENSMUSG00000097970	NA	Gm27028
ENSMUSG00000098104	NA	Gm6085
ENSMUSG00000098163	NA	Gm6216
ENSMUSG00000098201	NA	Gm26983
ENSMUSG00000098234	NA	Snhg6
ENSMUSG00000098529	NA	Gm27362
ENSMUSG00000098555	NA	Mir6341
ENSMUSG00000098883	NA	Gm27430
ENSMUSG00000099032	100039596	Tcf24
ENSMUSG00000099183	NA	Gm27881
ENSMUSG00000099257	NA	Mir6342
ENSMUSG00000099343	NA	Gm28836
ENSMUSG00000099382	NA	Gm28631
ENSMUSG00000099392	NA	Gm29414
ENSMUSG00000099433	NA	Gm28344
ENSMUSG00000099458	NA	Gm19123
ENSMUSG00000099473	NA	Gm18775
ENSMUSG00000099492	NA	Gm5525
ENSMUSG00000099498	NA	Gm29283
ENSMUSG00000099503	NA	Gm28822
ENSMUSG00000099591	NA	Gm17969
ENSMUSG00000099692	NA	Gm5696
ENSMUSG00000099714	NA	Gm20587
ENSMUSG00000099796	NA	Gm7893
ENSMUSG00000099827	NA	Gm29520
ENSMUSG00000099845	NA	Gm29273
ENSMUSG00000099895	NA	Gm28153
ENSMUSG00000099899	NA	Gm28784
ENSMUSG00000099906	NA	Gm28653
ENSMUSG00000099971	NA	Gm28287
ENSMUSG00000099997	NA	Tubb4b-ps2
ENSMUSG00000100053	NA	Gm28154
ENSMUSG00000100093	NA	Gm29649
ENSMUSG00000100110	NA	Gm28783
ENSMUSG00000100131	NA	Gm28439
ENSMUSG00000100204	NA	Gm4849
ENSMUSG00000100205	NA	Gm4850
ENSMUSG00000100212	NA	Gm5522
ENSMUSG00000100237	NA	Gm28644
ENSMUSG00000100261	NA	Gm6473
ENSMUSG00000100272	NA	Gm28785
ENSMUSG00000100280	NA	Gm28417
ENSMUSG00000100310	NA	Gm19641
ENSMUSG00000100318	NA	Gm18799
ENSMUSG00000100398	NA	Gm5251
ENSMUSG00000100418	NA	Gm28239
ENSMUSG00000100450	NA	Gm9443
ENSMUSG00000100481	NA	Gm7114
ENSMUSG00000100483	NA	Gm28237
ENSMUSG00000100497	NA	Gm28624
ENSMUSG00000100524	NA	Gm28418
ENSMUSG00000100538	NA	Gm28340
ENSMUSG00000100554	NA	Gm7690
ENSMUSG00000100590	NA	Gm4785
ENSMUSG00000100592	NA	Gm28645
ENSMUSG00000100648	NA	Gm28659
ENSMUSG00000100652	NA	Gm7634
ENSMUSG00000100720	NA	Gm10075
ENSMUSG00000100775	NA	Gm29107
ENSMUSG00000100808	NA	Gm28594
ENSMUSG00000100814	NA	Gm28669
ENSMUSG00000100819	NA	Gm2693
ENSMUSG00000100862	NA	Gm10925
ENSMUSG00000100868	NA	Gm28095
ENSMUSG00000100910	NA	Gm29128
ENSMUSG00000100929	NA	Gm28064
ENSMUSG00000100959	NA	Gm7654
ENSMUSG00000101033	NA	Gm18776
ENSMUSG00000101093	NA	Eef1a1-ps2
ENSMUSG00000101111	NA	Gm28437
ENSMUSG00000101116	NA	Gm28416
ENSMUSG00000101117	NA	Gm28341
ENSMUSG00000101171	NA	Gm7593
ENSMUSG00000101180	NA	Gm2914
ENSMUSG00000101206	NA	Gm5266
ENSMUSG00000101223	NA	4930568A12Rik
ENSMUSG00000101226	NA	Gm20954
ENSMUSG00000101227	NA	Gm29506
ENSMUSG00000101235	NA	Gm18033
ENSMUSG00000101249	NA	Gm29216
ENSMUSG00000101301	NA	Gm29214
ENSMUSG00000101306	NA	Gm5252
ENSMUSG00000101314	NA	Gm29663
ENSMUSG00000101372	NA	Gm19028
ENSMUSG00000101462	NA	Gm3052
ENSMUSG00000101468	NA	Gm7761
ENSMUSG00000101476	NA	Gm29570
ENSMUSG00000101514	NA	Gm5524
ENSMUSG00000101571	NA	Gm6187
ENSMUSG00000101589	NA	Rbm6-ps1
ENSMUSG00000101610	NA	Gm7560
ENSMUSG00000101612	NA	Gm7933
ENSMUSG00000101618	NA	Gm18443
ENSMUSG00000101640	NA	Gm28376
ENSMUSG00000101644	NA	Gm28343
ENSMUSG00000101652	NA	Gm6060
ENSMUSG00000101682	NA	Gm29228
ENSMUSG00000101685	NA	Gm17837
ENSMUSG00000101711	NA	Gm28306
ENSMUSG00000101717	NA	Gm45784
ENSMUSG00000101726	NA	Gm7858
ENSMUSG00000101754	NA	Gm2987
ENSMUSG00000101803	NA	Gm28419
ENSMUSG00000101827	NA	Gm28686
ENSMUSG00000101939	NA	Gm28438
ENSMUSG00000102001	NA	Gm28755
ENSMUSG00000102048	NA	Gm6075
ENSMUSG00000102070	NA	Gm28661
ENSMUSG00000102093	NA	Gm17813
ENSMUSG00000102121	NA	Gm28065
ENSMUSG00000102135	NA	Gm37108
ENSMUSG00000102166	NA	Gm36947
ENSMUSG00000102175	NA	Gm6119
ENSMUSG00000102198	NA	Gm38173
ENSMUSG00000102213	NA	Gm37489
ENSMUSG00000102250	NA	Gm38260
ENSMUSG00000102253	NA	Gm38259
ENSMUSG00000102269	NA	Gm7357
ENSMUSG00000102272	NA	Gm7512
ENSMUSG00000102275	NA	Gm37144
ENSMUSG00000102296	NA	Gm37543
ENSMUSG00000102316	NA	Gm37629
ENSMUSG00000102317	NA	Gm37628
ENSMUSG00000102320	NA	Gm37791
ENSMUSG00000102321	NA	Gm37792
ENSMUSG00000102331	NA	Gm19938
ENSMUSG00000102336	NA	Gm37233
ENSMUSG00000102343	NA	Gm37381
ENSMUSG00000102348	NA	Gm10568
ENSMUSG00000102356	NA	1700047N06Rik
ENSMUSG00000102386	NA	2900022M07Rik
ENSMUSG00000102398	NA	Gm37580
ENSMUSG00000102407	NA	Gm37862
ENSMUSG00000102457	NA	Gm38342
ENSMUSG00000102465	NA	Gm38198
ENSMUSG00000102495	NA	Gm26524
ENSMUSG00000102499	NA	Gm36984
ENSMUSG00000102534	NA	Gm37225
ENSMUSG00000102537	NA	Gm37224
ENSMUSG00000102556	NA	Gm37569
ENSMUSG00000102588	NA	Gm37444
ENSMUSG00000102592	NA	Gm38385
ENSMUSG00000102597	NA	Gm38382
ENSMUSG00000102612	NA	Gm37845
ENSMUSG00000102633	NA	Gm38224
ENSMUSG00000102639	NA	Gm38223
ENSMUSG00000102647	NA	Gm38024
ENSMUSG00000102653	NA	Gm37079
ENSMUSG00000102659	NA	Gm37077
ENSMUSG00000102664	NA	Gm38380
ENSMUSG00000102693	NA	4933401J01Rik
ENSMUSG00000102706	NA	Gm7417
ENSMUSG00000102714	NA	Gm37618
ENSMUSG00000102735	NA	Gm7369
ENSMUSG00000102747	NA	Gm37602
ENSMUSG00000102766	NA	Gm6420
ENSMUSG00000102768	NA	Gm19002
ENSMUSG00000102839	NA	Gm37385
ENSMUSG00000102851	NA	Gm18956
ENSMUSG00000102865	408192	Gm9839
ENSMUSG00000102871	NA	Gm37143
ENSMUSG00000102907	NA	Gm38264
ENSMUSG00000102917	NA	Gm37724
ENSMUSG00000102926	NA	Gm37151
ENSMUSG00000102937	NA	Gm38116
ENSMUSG00000102948	NA	Gm6101
ENSMUSG00000102982	NA	Gm38319
ENSMUSG00000103001	NA	A930005N03Rik
ENSMUSG00000103003	NA	Gm38076
ENSMUSG00000103004	NA	2900002M20Rik
ENSMUSG00000103025	NA	Gm37686
ENSMUSG00000103067	NA	Gm30414
ENSMUSG00000103072	NA	Gm37905
ENSMUSG00000103085	NA	Gm38120
ENSMUSG00000103090	NA	Gm19214
ENSMUSG00000103147	NA	Gm7341
ENSMUSG00000103161	NA	Gm38148
ENSMUSG00000103201	NA	Gm37329
ENSMUSG00000103209	NA	Gm37331
ENSMUSG00000103214	NA	Gm38286
ENSMUSG00000103241	NA	Gm38089
ENSMUSG00000103265	NA	Gm2053
ENSMUSG00000103280	NA	Gm37277
ENSMUSG00000103282	NA	Gm37275
ENSMUSG00000103329	NA	Gm42492
ENSMUSG00000103355	NA	Gm2147
ENSMUSG00000103364	NA	Gm38157
ENSMUSG00000103377	NA	Gm37180
ENSMUSG00000103411	NA	Gm18300
ENSMUSG00000103448	NA	Gm37133
ENSMUSG00000103482	NA	Gm37999
ENSMUSG00000103492	NA	Gm37412
ENSMUSG00000103494	NA	Gm37410
ENSMUSG00000103495	NA	Gm37409
ENSMUSG00000103498	NA	Gm18984
ENSMUSG00000103506	NA	Gm38376
ENSMUSG00000103509	NA	Gm38372
ENSMUSG00000103519	NA	Gm37429
ENSMUSG00000103521	NA	Gm29730
ENSMUSG00000103548	NA	Gm37670
ENSMUSG00000103557	NA	Gm38216
ENSMUSG00000103561	NA	Gm38069
ENSMUSG00000103563	NA	8030445P17Rik
ENSMUSG00000103596	NA	Gm37354
ENSMUSG00000103629	NA	Gm5694
ENSMUSG00000103709	NA	Nras-ps2
ENSMUSG00000103716	NA	Gm19430
ENSMUSG00000103746	NA	1700001G17Rik
ENSMUSG00000103748	NA	Gm38243
ENSMUSG00000103760	NA	Gm8009
ENSMUSG00000103783	NA	Gm37522
ENSMUSG00000103810	NA	Gm38005
ENSMUSG00000103819	NA	Gm38008
ENSMUSG00000103825	NA	Gm38178
ENSMUSG00000103845	NA	Gm19026
ENSMUSG00000103884	NA	Gm37005
ENSMUSG00000103889	NA	Gm37011
ENSMUSG00000103903	NA	Rps2-ps2
ENSMUSG00000103922	NA	Gm6123
ENSMUSG00000103924	NA	Gm37895
ENSMUSG00000103933	NA	Gm36964
ENSMUSG00000103936	NA	Gm36965
ENSMUSG00000103997	NA	Gm38027
ENSMUSG00000104002	NA	Gm38336
ENSMUSG00000104017	NA	Gm37363
ENSMUSG00000104025	NA	E330040D14Rik
ENSMUSG00000104027	NA	Gm37211
ENSMUSG00000104046	NA	Gm37567
ENSMUSG00000104095	NA	Gm37315
ENSMUSG00000104098	NA	AA619741
ENSMUSG00000104100	NA	Gm37880
ENSMUSG00000104123	NA	Gm37483
ENSMUSG00000104132	NA	Gm36952
ENSMUSG00000104133	NA	4921511E07Rik
ENSMUSG00000104138	NA	Gm36949
ENSMUSG00000104149	NA	Gm37138
ENSMUSG00000104165	NA	Gm38249
ENSMUSG00000104170	NA	Gm37702
ENSMUSG00000104209	NA	Gm37400
ENSMUSG00000104217	NA	Gm37988
ENSMUSG00000104221	NA	Gm37051
ENSMUSG00000104226	NA	Gm7470
ENSMUSG00000104230	NA	Gm37591
ENSMUSG00000104238	NA	Gm37587
ENSMUSG00000104257	100504323	Gm20172
ENSMUSG00000104313	NA	Gm37911
ENSMUSG00000104315	NA	Gm37906
ENSMUSG00000104328	NA	Gm37323
ENSMUSG00000104352	NA	Gm7182
ENSMUSG00000104358	NA	Gm37127
ENSMUSG00000104379	NA	Gm37509
ENSMUSG00000104385	NA	Gm7449
ENSMUSG00000104397	NA	Gm37958
ENSMUSG00000104416	NA	Gm37067
ENSMUSG00000104417	NA	Gm37068
ENSMUSG00000104428	NA	Gm18299
ENSMUSG00000104433	NA	Gm37426
ENSMUSG00000104498	NA	Gm37110
ENSMUSG00000104504	NA	Gm7445
ENSMUSG00000104516	NA	Gm9884
ENSMUSG00000104518	NA	Gm37162
ENSMUSG00000105982	NA	Mir6896
ENSMUSG00000004364	26554	Cul3
ENSMUSG00000004872	18505	Pax3
ENSMUSG00000006299	227290	Aamp
ENSMUSG00000006301	69660	Tmbim1
ENSMUSG00000006304	76709	Arpc2
ENSMUSG00000006538	16147	Ihh
ENSMUSG00000006542	241113	Prkag3
ENSMUSG00000010290	98404	AI597479
ENSMUSG00000010453	226976	Kansl3
ENSMUSG00000018417	17912	Myo1b
ENSMUSG00000025971	68115	Maip1
ENSMUSG00000025977	75388	Boll
ENSMUSG00000025978	74013	Rftn2
ENSMUSG00000025979	19070	Mob4
ENSMUSG00000025980	15510	Hspd1
ENSMUSG00000025981	67876	Coq10b
ENSMUSG00000025982	81898	Sf3b1
ENSMUSG00000025983	78016	Ccdc150
ENSMUSG00000025986	227059	Slc39a10
ENSMUSG00000025993	53945	Slc40a1
ENSMUSG00000025995	73674	Wdr75
ENSMUSG00000026009	54167	Icos
ENSMUSG00000026011	12477	Ctla4
ENSMUSG00000026012	12487	Cd28
ENSMUSG00000026014	77300	Raph1
ENSMUSG00000026017	241066	Carf
ENSMUSG00000026018	70375	Ica1l
ENSMUSG00000026019	57750	Wdr12
ENSMUSG00000026020	55989	Nop58
ENSMUSG00000026021	22218	Sumo1
ENSMUSG00000026023	271697	Cdk15
ENSMUSG00000026024	74018	Als2
ENSMUSG00000026027	227154	Stradb
ENSMUSG00000026028	70827	Trak2
ENSMUSG00000026029	12370	Casp8
ENSMUSG00000026031	12633	Cflar
ENSMUSG00000026032	66495	Ndufb3
ENSMUSG00000026034	12747	Clk1
ENSMUSG00000026035	70225	Ppil3
ENSMUSG00000026036	65102	Nif3l1
ENSMUSG00000026037	18393	Orc2
ENSMUSG00000026039	68549	Sgo2a
ENSMUSG00000026042	12832	Col5a2
ENSMUSG00000026043	12825	Col3a1
ENSMUSG00000026047	72050	Poglut2
ENSMUSG00000026048	22592	Ercc5
ENSMUSG00000026049	75623	Tex30
ENSMUSG00000026051	78896	Ecrg4
ENSMUSG00000026062	226999	Slc9a2
ENSMUSG00000026065	110895	Slc9a4
ENSMUSG00000026068	16174	Il18rap
ENSMUSG00000026069	17082	Il1rl1
ENSMUSG00000026070	16182	Il18r1
ENSMUSG00000026072	16177	Il1r1
ENSMUSG00000026073	16178	Il1r2
ENSMUSG00000026074	26921	Map4k4
ENSMUSG00000026077	18143	Npas2
ENSMUSG00000026078	68833	Pdcl3
ENSMUSG00000026080	98388	Chst10
ENSMUSG00000026082	56210	Rev1
ENSMUSG00000026083	226982	Eif5b
ENSMUSG00000026085	69541	Lyg1
ENSMUSG00000026087	107734	Mrpl30
ENSMUSG00000026088	69028	Mitd1
ENSMUSG00000026090	72097	2010300C02Rik
ENSMUSG00000026094	98267	Stk17b
ENSMUSG00000026095	70396	Asnsd1
ENSMUSG00000026096	72085	Osgepl1
ENSMUSG00000026097	227102	Ormdl1
ENSMUSG00000026098	227099	Pms1
ENSMUSG00000026100	17700	Mstn
ENSMUSG00000026102	16329	Inpp1
ENSMUSG00000026103	14660	Gls
ENSMUSG00000026104	20846	Stat1
ENSMUSG00000026107	109019	Nabp1
ENSMUSG00000026109	56363	Tmeff2
ENSMUSG00000026110	269181	Mgat4a
ENSMUSG00000026111	67387	Unc50
ENSMUSG00000026112	76178	Coa5
ENSMUSG00000026113	269180	Inpp4a
ENSMUSG00000026114	12790	Cnga3
ENSMUSG00000026116	56030	Tmem131
ENSMUSG00000026117	22637	Zap70
ENSMUSG00000026121	20353	Sema4c
ENSMUSG00000026782	329165	Abi2
ENSMUSG00000037138	16764	Aff3
ENSMUSG00000037216	623661	Lipt1
ENSMUSG00000037351	226977	Actr1b
ENSMUSG00000037408	94220	Cnnm4
ENSMUSG00000037432	100534273	Fer1l5
ENSMUSG00000037447	214855	Arid5a
ENSMUSG00000037470	320011	Uggt1
ENSMUSG00000038079	381259	Tmem237
ENSMUSG00000038174	213056	Fam126b
ENSMUSG00000038242	71872	Aox4
ENSMUSG00000038305	67198	Spats2l
ENSMUSG00000038323	73467	1700066M21Rik
ENSMUSG00000038331	212712	Satb2
ENSMUSG00000038349	227120	Plcl1
ENSMUSG00000041040	72750	Fam117b
ENSMUSG00000041075	14369	Fzd7
ENSMUSG00000041144	227058	Dnah7b
ENSMUSG00000041303	98488	Gtf3c3
ENSMUSG00000041426	227095	Hibch
ENSMUSG00000041439	98682	Mfsd6
ENSMUSG00000041684	246229	Bivm
ENSMUSG00000041763	22019	Tpp2
ENSMUSG00000041878	NA	8430432A02Rik
ENSMUSG00000041907	93690	Gpr45
ENSMUSG00000041945	211798	Mfsd9
ENSMUSG00000042807	329152	Hecw2
ENSMUSG00000043015	227094	Nemp2
ENSMUSG00000043629	67080	1700019D03Rik
ENSMUSG00000044457	NA	Stk-ps2
ENSMUSG00000045216	50785	Hs6st1
ENSMUSG00000045336	71066	Hsfy2
ENSMUSG00000045515	18993	Pou3f3
ENSMUSG00000045954	20324	Cavin2
ENSMUSG00000046337	381337	Fam178b
ENSMUSG00000046828	403183	Mettl21e
ENSMUSG00000046994	212679	Mars2
ENSMUSG00000047180	214854	Neurl3
ENSMUSG00000047343	433294	Mettl21c
ENSMUSG00000047361	381260	Gm973
ENSMUSG00000047383	NA	AC169382.1
ENSMUSG00000047528	108812	Flacc1
ENSMUSG00000048234	67702	Rnf149
ENSMUSG00000048495	68736	Tyw5
ENSMUSG00000048814	381338	Lonrf2
ENSMUSG00000049439	77951	Cyp20a1
ENSMUSG00000050122	70853	Vwa3b
ENSMUSG00000050967	263764	Creg2
ENSMUSG00000051223	66882	Bzw1
ENSMUSG00000051616	NA	C230029F24Rik
ENSMUSG00000052062	72823	Pard3b
ENSMUSG00000052331	329154	Ankrd44
ENSMUSG00000053640	NA	Gm9915
ENSMUSG00000054770	51960	Kctd18
ENSMUSG00000056870	70676	Gulp1
ENSMUSG00000057173	619289	Rfx8
ENSMUSG00000057363	67883	Uxs1
ENSMUSG00000058407	98258	Txndc9
ENSMUSG00000059647	NA	Cbx3-ps7
ENSMUSG00000060424	NA	Pantr1
ENSMUSG00000060679	69527	Mrps9
ENSMUSG00000060715	69397	1700019A02Rik
ENSMUSG00000060771	211484	Tsga10
ENSMUSG00000061518	12859	Cox5b
ENSMUSG00000061584	332427	Lyg2
ENSMUSG00000061863	NA	Gm6822
ENSMUSG00000062939	20849	Stat4
ENSMUSG00000063558	11761	Aox1
ENSMUSG00000064294	71724	Aox3
ENSMUSG00000064936	NA	Gm23722
ENSMUSG00000064943	NA	Gm23240
ENSMUSG00000065192	NA	Gm23460
ENSMUSG00000065255	NA	Gm23974
ENSMUSG00000065629	NA	Gm24826
ENSMUSG00000066877	17974	Nck2
ENSMUSG00000067336	12168	Bmpr2
ENSMUSG00000067604	433292	Nms
ENSMUSG00000067653	78321	Ankrd23
ENSMUSG00000070896	NA	Rpl23a-ps1
ENSMUSG00000070939	73122	Tgfbrap1
